rank,docid,score,qid,label,query
-1,1681783,-1.0,1113437,1,what is physical description of spruce
83,1681785,20.6,1113437,2,what is physical description of spruce
496,1768727,16.77,1113437,2,what is physical description of spruce
-1,3125152,-1.0,1113437,1,what is physical description of spruce
92,3125154,20.49,1113437,1,what is physical description of spruce
94,4016938,20.38,1113437,1,what is physical description of spruce
173,4367828,19.02,1113437,1,what is physical description of spruce
429,4367832,17.07,1113437,1,what is physical description of spruce
80,4498864,20.7,1113437,1,what is physical description of spruce
430,4751835,17.07,1113437,1,what is physical description of spruce
305,4751839,17.86,1113437,1,what is physical description of spruce
54,4016937,21.28,1113437,1,what is physical description of spruce
58,4016933,21.16,1113437,1,what is physical description of spruce
329,3125155,17.69,1113437,3,what is physical description of spruce
-1,351824,-1.0,1113437,2,what is physical description of spruce
43,3518300,21.55,1113437,1,what is physical description of spruce
186,3685677,18.9,1113437,1,what is physical description of spruce
268,3687620,18.18,1113437,2,what is physical description of spruce
345,3687624,17.53,1113437,1,what is physical description of spruce
-1,351827,-1.0,1113437,1,what is physical description of spruce
-1,3880944,-1.0,1113437,2,what is physical description of spruce
78,5836029,14.82,1114646,1,what is famvir prescribed for
42,5959593,17.92,1114646,1,what is famvir prescribed for
26,6348309,19.19,1114646,1,what is famvir prescribed for
5,6704400,24.51,1114646,3,what is famvir prescribed for
23,6711103,19.31,1114646,2,what is famvir prescribed for
44,687064,17.47,1114646,1,what is famvir prescribed for
25,579554,19.19,1114646,1,what is famvir prescribed for
-1,5417949,-1.0,1114646,1,what is famvir prescribed for
9,5417952,22.31,1114646,1,what is famvir prescribed for
7,5417953,22.68,1114646,1,what is famvir prescribed for
8,5417954,22.68,1114646,3,what is famvir prescribed for
-1,5417956,-1.0,1114646,1,what is famvir prescribed for
103,5569142,14.35,1114646,1,what is famvir prescribed for
45,5640859,17.47,1114646,1,what is famvir prescribed for
-1,5687477,-1.0,1114646,1,what is famvir prescribed for
-1,8117096,-1.0,1114646,2,what is famvir prescribed for
31,8327369,18.67,1114646,1,what is famvir prescribed for
-1,857788,-1.0,1114646,2,what is famvir prescribed for
-1,857789,-1.0,1114646,1,what is famvir prescribed for
47,8665820,17.25,1114646,1,what is famvir prescribed for
17,5279567,20.04,1114646,3,what is famvir prescribed for
3,8117094,25.36,1114646,1,what is famvir prescribed for
35,8117091,18.42,1114646,3,what is famvir prescribed for
12,7196956,20.64,1114646,1,what is famvir prescribed for
2,771368,26.81,1114646,1,what is famvir prescribed for
1,8117087,27.0,1114646,1,what is famvir prescribed for
21,8117090,19.75,1114646,3,what is famvir prescribed for
6,8117092,24.08,1114646,1,what is famvir prescribed for
16,2647994,20.04,1114646,3,what is famvir prescribed for
24,266552,19.19,1114646,1,what is famvir prescribed for
10,2676807,21.29,1114646,1,what is famvir prescribed for
-1,2695353,-1.0,1114646,1,what is famvir prescribed for
28,2911035,18.67,1114646,1,what is famvir prescribed for
20,2911039,19.75,1114646,1,what is famvir prescribed for
507,1316103,12.99,1114646,1,what is famvir prescribed for
671,1316109,12.75,1114646,1,what is famvir prescribed for
-1,2911450,-1.0,1114646,1,what is famvir prescribed for
77,1544838,14.82,1114646,1,what is famvir prescribed for
33,1884059,18.42,1114646,1,what is famvir prescribed for
-1,1913368,-1.0,1114646,1,what is famvir prescribed for
34,2201127,18.42,1114646,1,what is famvir prescribed for
-1,3177805,-1.0,1114646,1,what is famvir prescribed for
40,4332918,17.93,1114646,2,what is famvir prescribed for
-1,444374,-1.0,1114646,2,what is famvir prescribed for
53,444375,15.85,1114646,1,what is famvir prescribed for
-1,444377,-1.0,1114646,1,what is famvir prescribed for
-1,444380,-1.0,1114646,2,what is famvir prescribed for
32,444382,18.42,1114646,1,what is famvir prescribed for
29,5041692,18.67,1114646,1,what is famvir prescribed for
51,3056368,16.23,1114646,1,what is famvir prescribed for
27,3184850,18.93,1114646,1,what is famvir prescribed for
-1,3861594,-1.0,1114646,1,what is famvir prescribed for
382,7070941,23.54,1114819,1,what is durable medical equipment consist of
-1,7070942,-1.0,1114819,2,what is durable medical equipment consist of
316,7070943,24.52,1114819,1,what is durable medical equipment consist of
214,7132893,26.34,1114819,1,what is durable medical equipment consist of
327,710523,24.18,1114819,1,what is durable medical equipment consist of
378,710524,23.54,1114819,1,what is durable medical equipment consist of
26,7132894,35.28,1114819,1,what is durable medical equipment consist of
61,7132895,32.66,1114819,1,what is durable medical equipment consist of
184,6988364,27.11,1114819,2,what is durable medical equipment consist of
6,6941478,38.6,1114819,3,what is durable medical equipment consist of
-1,694740,-1.0,1114819,2,what is durable medical equipment consist of
-1,694738,-1.0,1114819,1,what is durable medical equipment consist of
102,694737,30.17,1114819,3,what is durable medical equipment consist of
47,694735,33.51,1114819,2,what is durable medical equipment consist of
-1,6941481,-1.0,1114819,2,what is durable medical equipment consist of
484,6941479,22.07,1114819,1,what is durable medical equipment consist of
-1,6912304,-1.0,1114819,1,what is durable medical equipment consist of
348,6912302,24.06,1114819,2,what is durable medical equipment consist of
364,7132896,23.86,1114819,1,what is durable medical equipment consist of
86,6900774,30.92,1114819,2,what is durable medical equipment consist of
-1,694741,-1.0,1114819,1,what is durable medical equipment consist of
-1,7132897,-1.0,1114819,1,what is durable medical equipment consist of
-1,750447,-1.0,1114819,1,what is durable medical equipment consist of
88,7156443,30.88,1114819,2,what is durable medical equipment consist of
25,6900773,35.61,1114819,2,what is durable medical equipment consist of
352,7655520,23.94,1114819,2,what is durable medical equipment consist of
-1,7588046,-1.0,1114819,2,what is durable medical equipment consist of
127,7588045,28.99,1114819,2,what is durable medical equipment consist of
193,7588042,26.79,1114819,1,what is durable medical equipment consist of
699,7567806,19.29,1114819,2,what is durable medical equipment consist of
351,7562841,24.06,1114819,2,what is durable medical equipment consist of
126,7562839,29.0,1114819,2,what is durable medical equipment consist of
389,7552823,23.53,1114819,2,what is durable medical equipment consist of
63,750446,32.63,1114819,1,what is durable medical equipment consist of
-1,7425395,-1.0,1114819,1,what is durable medical equipment consist of
756,7425394,18.79,1114819,2,what is durable medical equipment consist of
282,7425393,25.19,1114819,2,what is durable medical equipment consist of
658,7355561,19.62,1114819,2,what is durable medical equipment consist of
216,7355554,26.3,1114819,2,what is durable medical equipment consist of
185,7425397,26.92,1114819,2,what is durable medical equipment consist of
45,6900769,33.76,1114819,2,what is durable medical equipment consist of
275,5858980,25.2,1114819,2,what is durable medical equipment consist of
82,6900766,31.47,1114819,2,what is durable medical equipment consist of
-1,7655522,-1.0,1114819,1,what is durable medical equipment consist of
-1,576253,-1.0,1114819,1,what is durable medical equipment consist of
196,576249,26.74,1114819,2,what is durable medical equipment consist of
29,5718417,35.0,1114819,2,what is durable medical equipment consist of
-1,5718415,-1.0,1114819,2,what is durable medical equipment consist of
313,5673333,24.52,1114819,1,what is durable medical equipment consist of
97,5628956,30.4,1114819,1,what is durable medical equipment consist of
99,5628955,30.27,1114819,2,what is durable medical equipment consist of
79,5628953,31.52,1114819,2,what is durable medical equipment consist of
78,5628952,31.53,1114819,2,what is durable medical equipment consist of
109,5628950,29.85,1114819,2,what is durable medical equipment consist of
374,5718418,23.79,1114819,2,what is durable medical equipment consist of
24,6900767,35.61,1114819,2,what is durable medical equipment consist of
494,59259,21.91,1114819,2,what is durable medical equipment consist of
137,6820823,28.27,1114819,2,what is durable medical equipment consist of
220,6691165,26.21,1114819,1,what is durable medical equipment consist of
240,6631099,25.96,1114819,2,what is durable medical equipment consist of
101,6631098,30.25,1114819,2,what is durable medical equipment consist of
158,6611820,27.83,1114819,1,what is durable medical equipment consist of
94,6564169,30.55,1114819,1,what is durable medical equipment consist of
129,6472425,28.93,1114819,1,what is durable medical equipment consist of
514,6329859,21.72,1114819,1,what is durable medical equipment consist of
261,6239487,25.51,1114819,2,what is durable medical equipment consist of
135,6202323,28.46,1114819,1,what is durable medical equipment consist of
76,6202321,31.66,1114819,2,what is durable medical equipment consist of
62,6202319,32.64,1114819,2,what is durable medical equipment consist of
197,6202318,26.74,1114819,1,what is durable medical equipment consist of
255,6202317,25.58,1114819,1,what is durable medical equipment consist of
164,6094261,27.62,1114819,2,what is durable medical equipment consist of
-1,605472,-1.0,1114819,2,what is durable medical equipment consist of
286,605467,24.91,1114819,2,what is durable medical equipment consist of
182,6027616,27.14,1114819,2,what is durable medical equipment consist of
375,6027612,23.79,1114819,1,what is durable medical equipment consist of
301,768360,24.62,1114819,2,what is durable medical equipment consist of
57,8625086,32.99,1114819,3,what is durable medical equipment consist of
81,8601477,31.48,1114819,2,what is durable medical equipment consist of
429,858812,22.64,1114819,2,what is durable medical equipment consist of
308,8579833,24.53,1114819,1,what is durable medical equipment consist of
71,8579832,31.95,1114819,1,what is durable medical equipment consist of
49,8579830,33.39,1114819,1,what is durable medical equipment consist of
221,8579828,26.21,1114819,1,what is durable medical equipment consist of
159,8508263,27.81,1114819,2,what is durable medical equipment consist of
186,8508259,26.9,1114819,3,what is durable medical equipment consist of
43,8508255,33.81,1114819,2,what is durable medical equipment consist of
407,8505797,23.23,1114819,1,what is durable medical equipment consist of
20,8480574,35.8,1114819,2,what is durable medical equipment consist of
-1,8480573,-1.0,1114819,1,what is durable medical equipment consist of
-1,8461285,-1.0,1114819,2,what is durable medical equipment consist of
32,8336232,34.69,1114819,2,what is durable medical equipment consist of
68,8336231,32.33,1114819,1,what is durable medical equipment consist of
122,8336230,29.19,1114819,2,what is durable medical equipment consist of
153,8336229,27.9,1114819,3,what is durable medical equipment consist of
388,8336228,23.54,1114819,1,what is durable medical equipment consist of
257,8336226,25.58,1114819,2,what is durable medical equipment consist of
121,8336225,29.19,1114819,2,what is durable medical equipment consist of
522,862865,21.53,1114819,1,what is durable medical equipment consist of
64,862869,32.63,1114819,1,what is durable medical equipment consist of
298,8653330,24.86,1114819,2,what is durable medical equipment consist of
-1,5626706,-1.0,1114819,2,what is durable medical equipment consist of
44,988378,33.76,1114819,2,what is durable medical equipment consist of
142,988376,28.23,1114819,2,what is durable medical equipment consist of
52,988375,33.24,1114819,1,what is durable medical equipment consist of
133,988374,28.57,1114819,2,what is durable medical equipment consist of
0,988373,44.83,1114819,2,what is durable medical equipment consist of
77,988370,31.61,1114819,2,what is durable medical equipment consist of
74,988369,31.75,1114819,1,what is durable medical equipment consist of
-1,956102,-1.0,1114819,1,what is durable medical equipment consist of
306,8804489,24.62,1114819,2,what is durable medical equipment consist of
59,8336223,32.75,1114819,1,what is durable medical equipment consist of
222,8772339,26.21,1114819,2,what is durable medical equipment consist of
541,8768742,21.28,1114819,2,what is durable medical equipment consist of
9,8754404,37.99,1114819,1,what is durable medical equipment consist of
87,8754403,30.92,1114819,1,what is durable medical equipment consist of
152,8754401,27.92,1114819,1,what is durable medical equipment consist of
178,8754399,27.15,1114819,2,what is durable medical equipment consist of
58,8754398,32.9,1114819,1,what is durable medical equipment consist of
65,8754397,32.62,1114819,2,what is durable medical equipment consist of
165,8754395,27.62,1114819,1,what is durable medical equipment consist of
172,8736056,27.49,1114819,3,what is durable medical equipment consist of
198,8688167,26.74,1114819,2,what is durable medical equipment consist of
368,8768743,23.86,1114819,1,what is durable medical equipment consist of
324,7696996,24.34,1114819,2,what is durable medical equipment consist of
12,8022281,37.45,1114819,1,what is durable medical equipment consist of
13,8022280,37.03,1114819,3,what is durable medical equipment consist of
5,8022279,39.09,1114819,1,what is durable medical equipment consist of
248,8022276,25.71,1114819,2,what is durable medical equipment consist of
-1,7991186,-1.0,1114819,2,what is durable medical equipment consist of
-1,7991181,-1.0,1114819,1,what is durable medical equipment consist of
-1,7928900,-1.0,1114819,1,what is durable medical equipment consist of
339,7914603,24.1,1114819,2,what is durable medical equipment consist of
384,7873197,23.54,1114819,2,what is durable medical equipment consist of
-1,7851749,-1.0,1114819,2,what is durable medical equipment consist of
53,7851748,33.18,1114819,1,what is durable medical equipment consist of
441,7850622,22.64,1114819,1,what is durable medical equipment consist of
-1,785034,-1.0,1114819,1,what is durable medical equipment consist of
34,785028,34.5,1114819,2,what is durable medical equipment consist of
8,785027,38.21,1114819,3,what is durable medical equipment consist of
120,7803436,29.19,1114819,1,what is durable medical equipment consist of
138,7803435,28.27,1114819,3,what is durable medical equipment consist of
48,7803429,33.39,1114819,2,what is durable medical equipment consist of
56,771719,33.03,1114819,1,what is durable medical equipment consist of
104,8024890,30.16,1114819,2,what is durable medical equipment consist of
473,8027205,22.07,1114819,1,what is durable medical equipment consist of
277,8027206,25.2,1114819,2,what is durable medical equipment consist of
106,8027210,30.14,1114819,2,what is durable medical equipment consist of
508,8146123,21.8,1114819,1,what is durable medical equipment consist of
278,8125457,25.2,1114819,1,what is durable medical equipment consist of
72,8115705,31.94,1114819,1,what is durable medical equipment consist of
46,8115703,33.63,1114819,1,what is durable medical equipment consist of
89,8115700,30.87,1114819,2,what is durable medical equipment consist of
448,8115442,22.51,1114819,1,what is durable medical equipment consist of
-1,8115441,-1.0,1114819,1,what is durable medical equipment consist of
70,8321012,32.04,1114819,2,what is durable medical equipment consist of
15,8115440,36.33,1114819,2,what is durable medical equipment consist of
366,8115438,23.86,1114819,1,what is durable medical equipment consist of
200,8115437,26.61,1114819,1,what is durable medical equipment consist of
38,8115435,34.16,1114819,3,what is durable medical equipment consist of
111,8115434,29.76,1114819,2,what is durable medical equipment consist of
991,8099707,17.64,1114819,1,what is durable medical equipment consist of
19,8096824,35.8,1114819,2,what is durable medical equipment consist of
199,8096817,26.61,1114819,2,what is durable medical equipment consist of
21,8088111,35.68,1114819,2,what is durable medical equipment consist of
176,8088107,27.33,1114819,1,what is durable medical equipment consist of
110,8088105,29.82,1114819,1,what is durable medical equipment consist of
39,8115439,34.16,1114819,3,what is durable medical equipment consist of
181,5626702,27.14,1114819,1,what is durable medical equipment consist of
203,3650126,26.51,1114819,1,what is durable medical equipment consist of
284,2188726,25.14,1114819,2,what is durable medical equipment consist of
515,2185131,21.71,1114819,2,what is durable medical equipment consist of
392,2185129,23.39,1114819,2,what is durable medical equipment consist of
587,2136434,20.53,1114819,2,what is durable medical equipment consist of
244,2049582,25.82,1114819,1,what is durable medical equipment consist of
148,2040811,28.01,1114819,2,what is durable medical equipment consist of
157,2008577,27.83,1114819,2,what is durable medical equipment consist of
145,2008574,28.17,1114819,2,what is durable medical equipment consist of
237,2008569,25.96,1114819,2,what is durable medical equipment consist of
236,1917091,25.96,1114819,1,what is durable medical equipment consist of
41,1852066,33.9,1114819,2,what is durable medical equipment consist of
-1,1852065,-1.0,1114819,2,what is durable medical equipment consist of
22,1851540,35.64,1114819,1,what is durable medical equipment consist of
269,1845189,25.22,1114819,1,what is durable medical equipment consist of
28,1816958,35.17,1114819,1,what is durable medical equipment consist of
345,1816950,24.06,1114819,1,what is durable medical equipment consist of
225,2212053,26.13,1114819,2,what is durable medical equipment consist of
191,2212056,26.79,1114819,2,what is durable medical equipment consist of
402,2649370,23.23,1114819,1,what is durable medical equipment consist of
337,264537,24.1,1114819,1,what is durable medical equipment consist of
60,2590455,32.7,1114819,3,what is durable medical equipment consist of
208,2590454,26.46,1114819,2,what is durable medical equipment consist of
23,2590453,35.64,1114819,2,what is durable medical equipment consist of
75,2590451,31.66,1114819,2,what is durable medical equipment consist of
-1,2590450,-1.0,1114819,2,what is durable medical equipment consist of
802,2590449,18.48,1114819,1,what is durable medical equipment consist of
251,2590448,25.58,1114819,1,what is durable medical equipment consist of
130,2590447,28.77,1114819,2,what is durable medical equipment consist of
341,255283,24.06,1114819,2,what is durable medical equipment consist of
234,2490838,26.0,1114819,2,what is durable medical equipment consist of
-1,2490830,-1.0,1114819,1,what is durable medical equipment consist of
207,2477692,26.46,1114819,2,what is durable medical equipment consist of
162,2421176,27.65,1114819,1,what is durable medical equipment consist of
167,236347,27.49,1114819,2,what is durable medical equipment consist of
166,2312859,27.55,1114819,1,what is durable medical equipment consist of
332,2258946,24.18,1114819,2,what is durable medical equipment consist of
188,2212059,26.81,1114819,2,what is durable medical equipment consist of
495,255280,21.85,1114819,2,what is durable medical equipment consist of
292,1761563,24.86,1114819,1,what is durable medical equipment consist of
115,1738250,29.37,1114819,3,what is durable medical equipment consist of
118,1738248,29.19,1114819,2,what is durable medical equipment consist of
288,1316000,24.87,1114819,2,what is durable medical equipment consist of
116,1315999,29.36,1114819,1,what is durable medical equipment consist of
3,1315998,42.8,1114819,2,what is durable medical equipment consist of
139,1315997,28.26,1114819,1,what is durable medical equipment consist of
149,1315996,28.0,1114819,2,what is durable medical equipment consist of
169,1315995,27.49,1114819,2,what is durable medical equipment consist of
54,1315994,33.16,1114819,2,what is durable medical equipment consist of
36,1315993,34.2,1114819,2,what is durable medical equipment consist of
96,1302007,30.44,1114819,2,what is durable medical equipment consist of
95,1302004,30.44,1114819,2,what is durable medical equipment consist of
500,126883,21.8,1114819,1,what is durable medical equipment consist of
132,1248112,28.61,1114819,2,what is durable medical equipment consist of
-1,1333807,-1.0,1114819,2,what is durable medical equipment consist of
290,1245298,24.86,1114819,1,what is durable medical equipment consist of
85,1245292,30.98,1114819,1,what is durable medical equipment consist of
134,1245291,28.57,1114819,2,what is durable medical equipment consist of
342,1204744,24.06,1114819,2,what is durable medical equipment consist of
326,11843,24.18,1114819,2,what is durable medical equipment consist of
476,1119234,22.07,1114819,2,what is durable medical equipment consist of
474,1092242,22.07,1114819,1,what is durable medical equipment consist of
322,1074899,24.34,1114819,2,what is durable medical equipment consist of
355,104626,23.86,1114819,1,what is durable medical equipment consist of
311,1036133,24.52,1114819,1,what is durable medical equipment consist of
-1,1009502,-1.0,1114819,2,what is durable medical equipment consist of
31,1009500,34.8,1114819,2,what is durable medical equipment consist of
329,1245295,24.18,1114819,1,what is durable medical equipment consist of
212,2668962,26.34,1114819,1,what is durable medical equipment consist of
-1,1738247,-1.0,1114819,2,what is durable medical equipment consist of
291,1738246,24.86,1114819,2,what is durable medical equipment consist of
-1,1738244,-1.0,1114819,2,what is durable medical equipment consist of
112,1738243,29.75,1114819,2,what is durable medical equipment consist of
30,1738242,34.87,1114819,2,what is durable medical equipment consist of
50,1735443,33.36,1114819,2,what is durable medical equipment consist of
10,1724528,37.84,1114819,1,what is durable medical equipment consist of
160,1724526,27.69,1114819,2,what is durable medical equipment consist of
183,1724523,27.11,1114819,2,what is durable medical equipment consist of
4,1724520,41.22,1114819,3,what is durable medical equipment consist of
457,1724519,22.35,1114819,1,what is durable medical equipment consist of
100,1396258,30.25,1114819,2,what is durable medical equipment consist of
408,1663338,23.17,1114819,1,what is durable medical equipment consist of
92,1625836,30.76,1114819,2,what is durable medical equipment consist of
136,1602333,28.42,1114819,2,what is durable medical equipment consist of
524,1501762,21.53,1114819,1,what is durable medical equipment consist of
156,1437537,27.83,1114819,2,what is durable medical equipment consist of
-1,1434688,-1.0,1114819,1,what is durable medical equipment consist of
613,1434686,20.08,1114819,1,what is durable medical equipment consist of
415,1426631,22.93,1114819,2,what is durable medical equipment consist of
14,1419801,36.49,1114819,2,what is durable medical equipment consist of
17,1419798,36.15,1114819,2,what is durable medical equipment consist of
-1,1663336,-1.0,1114819,1,what is durable medical equipment consist of
140,2694515,28.26,1114819,2,what is durable medical equipment consist of
564,2756880,21.0,1114819,2,what is durable medical equipment consist of
67,5019830,32.33,1114819,1,what is durable medical equipment consist of
2,4890560,43.36,1114819,2,what is durable medical equipment consist of
131,4865758,28.77,1114819,2,what is durable medical equipment consist of
483,4865755,22.07,1114819,2,what is durable medical equipment consist of
687,4700114,19.41,1114819,2,what is durable medical equipment consist of
504,4700111,21.8,1114819,2,what is durable medical equipment consist of
254,4700110,25.58,1114819,2,what is durable medical equipment consist of
108,4700106,29.9,1114819,2,what is durable medical equipment consist of
-1,468011,-1.0,1114819,1,what is durable medical equipment consist of
418,4550069,22.93,1114819,2,what is durable medical equipment consist of
609,4415944,20.18,1114819,1,what is durable medical equipment consist of
296,4404333,24.86,1114819,2,what is durable medical equipment consist of
410,5019831,23.02,1114819,1,what is durable medical equipment consist of
51,5019832,33.31,1114819,2,what is durable medical equipment consist of
93,5019838,30.58,1114819,1,what is durable medical equipment consist of
128,5019839,28.98,1114819,2,what is durable medical equipment consist of
1,5521373,43.59,1114819,2,what is durable medical equipment consist of
-1,5521372,-1.0,1114819,2,what is durable medical equipment consist of
80,5521371,31.48,1114819,2,what is durable medical equipment consist of
497,538319,21.85,1114819,2,what is durable medical equipment consist of
706,5375246,19.25,1114819,2,what is durable medical equipment consist of
582,5375245,20.63,1114819,2,what is durable medical equipment consist of
-1,5375243,-1.0,1114819,2,what is durable medical equipment consist of
-1,5375238,-1.0,1114819,2,what is durable medical equipment consist of
163,5363582,27.64,1114819,1,what is durable medical equipment consist of
-1,5363580,-1.0,1114819,1,what is durable medical equipment consist of
90,534362,30.78,1114819,3,what is durable medical equipment consist of
27,5165249,35.28,1114819,2,what is durable medical equipment consist of
361,5026286,23.86,1114819,1,what is durable medical equipment consist of
-1,5363583,-1.0,1114819,1,what is durable medical equipment consist of
252,4162627,25.58,1114819,1,what is durable medical equipment consist of
436,5196819,22.64,1114819,1,what is durable medical equipment consist of
192,3477360,26.79,1114819,2,what is durable medical equipment consist of
263,344357,25.38,1114819,1,what is durable medical equipment consist of
189,344355,26.79,1114819,2,what is durable medical equipment consist of
224,344354,26.13,1114819,2,what is durable medical equipment consist of
195,344351,26.74,1114819,2,what is durable medical equipment consist of
69,344350,32.11,1114819,3,what is durable medical equipment consist of
83,3353671,31.16,1114819,1,what is durable medical equipment consist of
-1,3288112,-1.0,1114819,1,what is durable medical equipment consist of
617,327926,20.07,1114819,2,what is durable medical equipment consist of
414,327923,22.93,1114819,2,what is durable medical equipment consist of
411,3256332,22.99,1114819,2,what is durable medical equipment consist of
73,3484458,31.77,1114819,3,what is durable medical equipment consist of
194,3256329,26.78,1114819,2,what is durable medical equipment consist of
677,3256326,19.47,1114819,2,what is durable medical equipment consist of
84,3213416,31.15,1114819,1,what is durable medical equipment consist of
481,3200532,22.07,1114819,2,what is durable medical equipment consist of
565,306606,20.99,1114819,2,what is durable medical equipment consist of
235,2926432,26.0,1114819,2,what is durable medical equipment consist of
103,2839946,30.17,1114819,1,what is durable medical equipment consist of
35,2831393,34.27,1114819,1,what is durable medical equipment consist of
570,4077426,20.97,1114819,1,what is durable medical equipment consist of
300,3256328,24.85,1114819,2,what is durable medical equipment consist of
239,3556105,25.96,1114819,2,what is durable medical equipment consist of
425,393994,22.78,1114819,2,what is durable medical equipment consist of
637,3925394,19.84,1114819,2,what is durable medical equipment consist of
119,3906959,29.19,1114819,3,what is durable medical equipment consist of
175,3906956,27.43,1114819,2,what is durable medical equipment consist of
303,3906955,24.62,1114819,1,what is durable medical equipment consist of
55,3906954,33.16,1114819,2,what is durable medical equipment consist of
-1,3906951,-1.0,1114819,1,what is durable medical equipment consist of
219,3835163,26.21,1114819,2,what is durable medical equipment consist of
354,3835158,23.86,1114819,2,what is durable medical equipment consist of
417,3824972,22.93,1114819,2,what is durable medical equipment consist of
295,3814007,24.86,1114819,2,what is durable medical equipment consist of
-1,3814005,-1.0,1114819,2,what is durable medical equipment consist of
18,3906952,36.07,1114819,2,what is durable medical equipment consist of
66,3781419,32.48,1114819,2,what is durable medical equipment consist of
-1,3641926,-1.0,1114819,2,what is durable medical equipment consist of
347,3810530,24.06,1114819,1,what is durable medical equipment consist of
294,3641925,24.86,1114819,2,what is durable medical equipment consist of
-1,3641927,-1.0,1114819,2,what is durable medical equipment consist of
409,3734231,23.11,1114819,2,what is durable medical equipment consist of
645,3693260,19.74,1114819,1,what is durable medical equipment consist of
-1,3734236,-1.0,1114819,1,what is durable medical equipment consist of
-1,3781416,-1.0,1114819,1,what is durable medical equipment consist of
16,3781418,36.24,1114819,3,what is durable medical equipment consist of
269,6989198,18.57,1115776,1,what is an aml surveillance analyst
924,5790943,16.14,1115776,1,what is an aml surveillance analyst
-1,5483597,-1.0,1115776,1,what is an aml surveillance analyst
258,5900622,18.73,1115776,1,what is an aml surveillance analyst
4,8106321,35.41,1115776,3,what is an aml surveillance analyst
0,8106324,45.68,1115776,1,what is an aml surveillance analyst
72,8495250,21.47,1115776,1,what is an aml surveillance analyst
158,8495256,19.92,1115776,1,what is an aml surveillance analyst
3,8106318,36.56,1115776,1,what is an aml surveillance analyst
-1,8106317,-1.0,1115776,1,what is an aml surveillance analyst
-1,8065457,-1.0,1115776,1,what is an aml surveillance analyst
17,5264931,25.26,1115776,1,what is an aml surveillance analyst
6,4314175,34.47,1115776,1,what is an aml surveillance analyst
-1,2364285,-1.0,1115776,1,what is an aml surveillance analyst
413,1729572,17.54,1115776,1,what is an aml surveillance analyst
165,3203281,19.74,1115776,1,what is an aml surveillance analyst
22,4314173,24.53,1115776,1,what is an aml surveillance analyst
12,4314174,28.31,1115776,2,what is an aml surveillance analyst
10,4314176,29.66,1115776,3,what is an aml surveillance analyst
14,4314172,27.46,1115776,1,what is an aml surveillance analyst
11,4314169,29.51,1115776,1,what is an aml surveillance analyst
-1,4314170,-1.0,1115776,2,what is an aml surveillance analyst
16,3469357,25.61,1115776,1,what is an aml surveillance analyst
-1,4131485,-1.0,1115776,1,what is an aml surveillance analyst
26,6122724,21.67,1117099,3,what is a active margin
6,6122723,24.35,1117099,3,what is a active margin
66,6122722,19.02,1117099,3,what is a active margin
35,6122721,20.97,1117099,3,what is a active margin
4,6122720,24.65,1117099,3,what is a active margin
-1,6069016,-1.0,1117099,1,what is a active margin
-1,6106022,-1.0,1117099,3,what is a active margin
-1,6057207,-1.0,1117099,3,what is a active margin
-1,6057206,-1.0,1117099,3,what is a active margin
-1,6156360,-1.0,1117099,2,what is a active margin
87,6491820,18.31,1117099,1,what is a active margin
-1,6177941,-1.0,1117099,3,what is a active margin
-1,6428299,-1.0,1117099,2,what is a active margin
-1,6428300,-1.0,1117099,2,what is a active margin
-1,6505419,-1.0,1117099,3,what is a active margin
-1,6505420,-1.0,1117099,3,what is a active margin
-1,651006,-1.0,1117099,2,what is a active margin
-1,6534817,-1.0,1117099,1,what is a active margin
253,6534818,16.55,1117099,3,what is a active margin
-1,6534824,-1.0,1117099,2,what is a active margin
75,6177939,18.73,1117099,3,what is a active margin
30,5258462,21.44,1117099,2,what is a active margin
687,4886519,15.42,1117099,1,what is a active margin
-1,5032726,-1.0,1117099,1,what is a active margin
-1,518714,-1.0,1117099,2,what is a active margin
-1,52516,-1.0,1117099,2,what is a active margin
-1,52519,-1.0,1117099,1,what is a active margin
-1,52523,-1.0,1117099,2,what is a active margin
642,5286536,15.51,1117099,1,what is a active margin
34,5286538,21.08,1117099,3,what is a active margin
31,5286539,21.42,1117099,3,what is a active margin
-1,5299235,-1.0,1117099,1,what is a active margin
-1,5596485,-1.0,1117099,3,what is a active margin
-1,563625,-1.0,1117099,2,what is a active margin
-1,690634,-1.0,1117099,1,what is a active margin
52,8446505,19.84,1117099,3,what is a active margin
14,6993942,23.09,1117099,3,what is a active margin
38,8446502,20.74,1117099,3,what is a active margin
13,8446504,23.16,1117099,3,what is a active margin
-1,4789127,-1.0,1117099,1,what is a active margin
39,8446506,20.74,1117099,3,what is a active margin
-1,8459091,-1.0,1117099,2,what is a active margin
-1,8459093,-1.0,1117099,2,what is a active margin
-1,8527041,-1.0,1117099,1,what is a active margin
-1,859540,-1.0,1117099,2,what is a active margin
-1,8612544,-1.0,1117099,1,what is a active margin
25,8446501,21.78,1117099,3,what is a active margin
-1,8615590,-1.0,1117099,2,what is a active margin
42,8714082,20.57,1117099,3,what is a active margin
50,8714085,19.96,1117099,3,what is a active margin
49,8714087,20.04,1117099,1,what is a active margin
260,8838111,16.51,1117099,3,what is a active margin
-1,926743,-1.0,1117099,2,what is a active margin
692,8681294,15.42,1117099,1,what is a active margin
-1,8294083,-1.0,1117099,3,what is a active margin
-1,8208315,-1.0,1117099,3,what is a active margin
232,8202914,16.63,1117099,1,what is a active margin
